Title,Condition,Price,Change,URL,Machine,Model,Year,CPU,CPU Cores,HD (GB),RAM (GB),GPU,Colour,Grade,Seller,Warning,Timestamp,Timestamp Day,Timestamp Day.1,Variant ID
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Purple",Refurbished,1179.0,0,https://www.apple.com/uk/shop/product/FGPQ3B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M1,2020.0,M1,8,512,8.0,8,Purple,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Orange",Refurbished,1179.0,0,https://www.apple.com/uk/shop/product/FGPT3B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M1,2020.0,M1,8,512,8.0,8,Orange,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FC654B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 13-inch,M4,2024.0,M4,10,512,24.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FC6A4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 13-inch,M4,2024.0,M4,10,512,24.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FC6C4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 13-inch,M4,2024.0,M4,10,512,24.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FC6V4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 13-inch,M4,2024.0,M4,10,512,24.0,10,Blue,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FC7C4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,16.0,10,Blue,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FW1H3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,16.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FW1K3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,16.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/FW1M3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,16.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1189.0,0,https://www.apple.com/uk/shop/product/G1CY0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 13-inch,M4,2024.0,M4,10,1TB,16.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,Refurbished,1219.0,0,https://www.apple.com/uk/shop/product/G18N3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-grey?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M2,2022.0,M2,8,1TB,16.0,10,Space Grey,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1219.0,0,https://www.apple.com/uk/shop/product/G18S3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M2,2022.0,M2,8,1TB,16.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1219.0,0,https://www.apple.com/uk/shop/product/G18U3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M2,2022.0,M2,8,1TB,16.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19D0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19F0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Yellow,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Green,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19H0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Green?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Green,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19K0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Blue,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Pink,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19M0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Pink?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Pink,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Purple,Refurbished,1239.0,0,https://www.apple.com/uk/shop/product/G19P0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Purple?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,256,16.0,10,Purple,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRM3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Yellow,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRK3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Green,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRP3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Green?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Green,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRR3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Blue,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Pink,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRU3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Pink?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Pink,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Purple,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRW3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Purple?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Purple,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Orange,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FQRY3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Orange?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M3,2023.0,M3,8,512,8.0,10,Orange,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Silver",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWUU3B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Yellow",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWUW3B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-yellow?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Yellow,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Green",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWUY3B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-green?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Green,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Blue",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWV13B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-blue?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Blue,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Pink",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWV43B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-pink?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Pink,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Purple",Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/FWV63B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-purple?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,10,256,16.0,10,Purple,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1BQ5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Space-Grey?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M3,2023.0,M3,8,512,24.0,10,Space Grey,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Silver,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1BS5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M3,2023.0,M3,8,512,24.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1BU3B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M3,2023.0,M3,8,1TB,16.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1BU5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M3,2023.0,M3,8,512,24.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1BW5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M3,2023.0,M3,8,512,24.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 24-inch iMac Apple M4 Chip with 8-Core CPU and 8-Core GPU – Green,Refurbished,1269.0,0,https://www.apple.com/uk/shop/product/G1E43B/A/Refurbished-24-inch-iMac-Apple-M4-Chip-with-8-Core-CPU-and-8-Core-GPU-Green?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M4,2024.0,M4,8,256,24.0,8,Green,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Orange",Refurbished,1319.0,0,https://www.apple.com/uk/shop/product/G1332B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,iMac 24-inch,M1,2020.0,M1,8,512,16.0,8,Orange,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,Refurbished,1359.0,0,https://www.apple.com/uk/shop/product/FC6J4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,24.0,10,Silver,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,Refurbished,1359.0,0,https://www.apple.com/uk/shop/product/FC6K4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,24.0,10,Starlight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,Refurbished,1359.0,0,https://www.apple.com/uk/shop/product/FC6L4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=f7e8266d7f8d06a0352bf453567398f059d38b058617ea4fe9dc3ea5306bb32594f202710691130aa4274d64a55e0ec91161da2d79153774191875abebe77738525b83b6ef3a4f901583fb7640287c07,MacBook Air 15-inch,M4,2024.0,M4,10,512,24.0,10,Midnight,Excellent,Apple,,2025-08-06 11:52:31,2025-08-06,2025-08-06,
