name,chip,memory,storage,display_size,color,current_price,original_price,savings,discount_percentage,connectivity,url,model_sku,scraped_at,product_info
Refurbished 16-inch MacBook Pro Apple M2 Pro Chip with 12‑Core CPU and 19‑Core GPU - Space Grey,M2 Pro,16GB,,16-inch,Space Grey,1969.0,2489.0,520.0,20.89,Wi-Fi,https://www.apple.com/uk/shop/product/FNW83B/A/refurbished-16-inch-macbook-pro-apple-m2-pro-chip-with-12%E2%80%91core-cpu-and-19%E2%80%91core-gpu-space-grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FNW83B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M2 Pro Chip with 12‑Core CPU and 19‑Core GPU - Silver,M2 Pro,16GB,,16-inch,Silver,1969.0,2489.0,520.0,20.89,Wi-Fi,https://www.apple.com/uk/shop/product/FNWC3B/A/refurbished-16-inch-macbook-pro-apple-m2-pro-chip-with-12%E2%80%91core-cpu-and-19%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FNWC3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Space Black,M3 Pro,18GB,,16-inch,Space Black,2039.0,2399.0,360.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FRW13B/A/refurbished-16-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW13B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Silver,M3 Pro,18GB,,16-inch,Silver,2039.0,2399.0,360.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FRW43B/A/refurbished-16-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW43B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,32GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H14B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1H14B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M4 Pro Chip with 14‑Core CPU and 20‑Core GPU – Silver,M4 Pro,24GB,,16-inch,,2119.0,2499.0,380.0,15.21,Wi-Fi,https://www.apple.com/uk/shop/product/FX2T3B/A/Refurbished-16-inch-MacBook-Pro-Apple-M4-Pro-Chip-with-14%E2%80%91Core-CPU-and-20%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FX2T3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M4 Pro Chip with 14‑Core CPU and 20‑Core GPU – Space Black,M4 Pro,24GB,,16-inch,,2119.0,2499.0,380.0,15.21,Wi-Fi,https://www.apple.com/uk/shop/product/FX2X3B/A/Refurbished-16-inch-MacBook-Pro-Apple-M4-Pro-Chip-with-14%E2%80%91Core-CPU-and-20%E2%80%91Core-GPU-Space-Black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FX2X3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M2 Pro Chip with 12‑Core CPU and 19‑Core GPU - Space Grey,M2 Pro,16GB,,16-inch,Space Grey,2199.0,2789.0,590.0,21.15,Wi-Fi,https://www.apple.com/uk/shop/product/FNW93B/A/refurbished-16-inch-macbook-pro-apple-m2-pro-chip-with-12%E2%80%91core-cpu-and-19%E2%80%91core-gpu-space-grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FNW93B,2025-07-29 16:59:53,
"Refurbished 16-inch MacBook Pro Apple M4 Pro Chip with 14‑Core CPU and 20‑Core GPU, Nano-texture display – Space Black",M4 Pro,24GB,,16-inch,,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1FT3B/A/Refurbished-16-inch-MacBook-Pro-Apple-M4-Pro-Chip-with-14%E2%80%91Core-CPU-and-20%E2%80%91Core-GPU-Nano-texture-display-Space-Black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1FT3B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Silver,M3 Pro,36GB,,14-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AY2B/A/refurbished-14-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AY2B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Space Black,M3 Pro,36GB,,16-inch,Space Black,2379.0,2799.0,420.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FRW23B/A/refurbished-16-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW23B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Silver,M3 Pro,36GB,,16-inch,Silver,2379.0,2799.0,420.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FRW63B/A/refurbished-16-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW63B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M4 Pro Chip with 14‑Core CPU and 20‑Core GPU – Space Black,M4 Pro,48GB,,16-inch,,2459.0,2899.0,440.0,15.18,Wi-Fi,https://www.apple.com/uk/shop/product/FX2Y3B/A/Refurbished-16-inch-MacBook-Pro-Apple-M4-Pro-Chip-with-14%E2%80%91Core-CPU-and-20%E2%80%91Core-GPU-Space-Black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FX2Y3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Pro Chip with 12‑Core CPU and 18‑Core GPU - Space Black,M3 Pro,36GB,,16-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AG0B/A/refurbished-16-inch-macbook-pro-apple-m3-pro-chip-with-12%E2%80%91core-cpu-and-18%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AG0B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Max Chip with 14‑Core CPU and 30‑Core GPU - Silver,M3 Max,36GB,,14-inch,Silver,2629.0,3099.0,470.0,15.17,Wi-Fi,https://www.apple.com/uk/shop/product/FRX83B/A/refurbished-14-inch-macbook-pro-apple-m3-max-chip-with-14%E2%80%91core-cpu-and-30%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRX83B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 14‑Core CPU and 30‑Core GPU - Space Black,M3 Max,36GB,,16-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AG3B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-14%E2%80%91core-cpu-and-30%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AG3B,2025-07-29 16:59:53,
Refurbished Mac Studio Apple M1 Ultra Chip with 20‑Core CPU and 48‑Core GPU,M1 Ultra,64GB,,,,2729.0,3779.0,1050.0,27.79,10Gb Ethernet,https://www.apple.com/uk/shop/product/FJMW3B/A/refurbished-mac-studio-apple-m1-ultra-chip-with-20%E2%80%91core-cpu-and-48%E2%80%91core-gpu?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FJMW3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 14‑Core CPU and 30‑Core GPU - Space Black,M3 Max,36GB,,16-inch,Space Black,2889.0,3399.0,510.0,15.0,Wi-Fi,https://www.apple.com/uk/shop/product/FRW33B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-14%E2%80%91core-cpu-and-30%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW33B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 14‑Core CPU and 30‑Core GPU - Silver,M3 Max,36GB,,16-inch,Silver,2889.0,3399.0,510.0,15.0,Wi-Fi,https://www.apple.com/uk/shop/product/FRW73B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-14%E2%80%91core-cpu-and-30%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FRW73B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M2 Max Chip with 12‑Core CPU and 38‑Core GPU - Space Grey,M2 Max,64GB,,14-inch,Space Grey,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G17JCB/A/refurbished-14-inch-macbook-pro-apple-m2-max-chip-with-12-core-cpu-and-38-core-gpu-space-grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G17JCB,2025-07-29 16:59:53,
Refurbished Mac Studio Apple M2 Ultra Chip with 24‑Core CPU and 60‑Core GPU,M2 Ultra,64GB,,,,3209.0,3779.0,570.0,15.08,10Gb Ethernet,https://www.apple.com/uk/shop/product/FQH63B/A/Refurbished-Mac-Studio-Apple-M2-Ultra-Chip-with-24%E2%80%91Core-CPU-and-60%E2%80%91Core-GPU?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FQH63B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Max Chip with 14‑Core CPU and 30‑Core GPU - Space Black,M3 Max,96GB,,14-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AW3B/A/refurbished-14-inch-macbook-pro-apple-m3-max-chip-with-14%E2%80%91core-cpu-and-30%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AW3B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 16‑Core CPU and 40‑Core GPU - Space Black,M3 Max,48GB,,16-inch,Space Black,3309.0,3899.0,590.0,15.13,Wi-Fi,https://www.apple.com/uk/shop/product/FUW63B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-16%E2%80%91core-cpu-and-40%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FUW63B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 16‑Core CPU and 40‑Core GPU - Silver,M3 Max,48GB,,16-inch,Silver,3309.0,3899.0,590.0,15.13,Wi-Fi,https://www.apple.com/uk/shop/product/FUW73B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-16%E2%80%91core-cpu-and-40%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FUW73B,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M4 Max Chip with 16‑Core CPU and 40‑Core GPU – Silver,M4 Max,48GB,,16-inch,,3399.0,3999.0,600.0,15.0,Wi-Fi,https://www.apple.com/uk/shop/product/FX2W3B/A/Refurbished-16-inch-MacBook-Pro-Apple-M4-Max-Chip-with-16%E2%80%91Core-CPU-and-40%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FX2W3B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Max Chip with 16‑Core CPU and 40‑Core GPU - Space Black,M3 Max,64GB,,14-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AWCB/A/Refurbished-14-inch-MacBook-Pro-Apple-M3-Max-Chip-with-16%E2%80%91Core-CPU-and-40%E2%80%91Core-GPU-Space-Black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AWCB,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Max Chip with 16‑Core CPU and 40‑Core GPU - Space Black,M3 Max,128GB,,14-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1AWGB/A/refurbished-14-inch-macbook-pro-apple-m3-max-chip-with-16%E2%80%91core-cpu-and-40%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1AWGB,2025-07-29 16:59:53,
Refurbished 16-inch MacBook Pro Apple M3 Max Chip with 16‑Core CPU and 40‑Core GPU - Space Black,M3 Max,128GB,,16-inch,Space Black,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1CM9B/A/refurbished-16-inch-macbook-pro-apple-m3-max-chip-with-16%E2%80%91core-cpu-and-40%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1CM9B,2025-07-29 16:59:53,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,16GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FU9D3B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FU9D3B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,16GB,,,,679.0,799.0,120.0,15.02,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FU9E3B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FU9E3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 8‑Core GPU - Sky Blue,M4,16GB,,13-inch,Sky Blue,849.0,999.0,150.0,15.02,Wi-Fi,https://www.apple.com/uk/shop/product/FC6T4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC6T4B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,24GB,,,,849.0,999.0,150.0,15.02,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FCYT4B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FCYT4B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 8‑Core GPU - Silver,M4,16GB,,13-inch,Silver,849.0,999.0,150.0,15.02,Wi-Fi,https://www.apple.com/uk/shop/product/FW0W3B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW0W3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 8‑Core GPU - Starlight,M4,16GB,,13-inch,Starlight,849.0,999.0,150.0,15.02,Wi-Fi,https://www.apple.com/uk/shop/product/FW0Y3B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW0Y3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 8‑Core GPU - Midnight,M4,16GB,,13-inch,Midnight,849.0,999.0,150.0,15.02,Wi-Fi,https://www.apple.com/uk/shop/product/FW123B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW123B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,16GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1CF7B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CF7B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,32GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1CFAB/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CFAB,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 8-Core GPU - Pink,M3,8GB,,24-inch,Pink,929.0,1199.0,270.0,22.52,Wi-Fi,https://www.apple.com/uk/shop/product/FQRD3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-8-Core-GPU-Pink?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRD3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 8-Core GPU - Blue,M3,8GB,,24-inch,Blue,929.0,1199.0,270.0,22.52,Wi-Fi,https://www.apple.com/uk/shop/product/FQRC3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-8-Core-GPU-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRC3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,M3,16GB,,15-inch,Space Grey,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BP0B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Space-Grey?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BP0B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Silver,M3,16GB,,15-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BR0B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BR0B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M3,16GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BT0B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BT0B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M3,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BV0B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BV0B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,13-inch,Sky Blue,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H70B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1H70B,2025-07-29 16:59:59,
