name,chip,memory,storage,display_size,color,current_price,original_price,savings,discount_percentage,connectivity,url,model_sku,scraped_at,product_info
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,13-inch,Starlight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6A4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6A4B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,24GB,,13-inch,Midnight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6C4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6C4B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,24GB,,13-inch,Sky Blue,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6V4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6V4B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,15-inch,Sky Blue,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC7C4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC7C4B,2025-07-29 16:59:53,
"Refurbished Mac mini Apple M4 Pro Chip with 12-Core CPU and 16-Core GPU, Gigabit Ethernet",M4 Pro,24GB,,,,1189.0,1399.0,210.0,15.01,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FCX44B/A/Refurbished-Mac-mini-Apple-M4-Pro-Chip-with-12-Core-CPU-and-16-Core-GPU-Gigabit-Ethernet-?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FCX44B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,16GB,,15-inch,Silver,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1H3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FW1H3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,15-inch,Starlight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1K3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FW1K3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,15-inch,Midnight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1M3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FW1M3B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,13-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1CW0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1CW0B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,13-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1CY0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1CY0B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1DD0B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1DD0B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,13-inch,Sky Blue,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H80B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1H80B,2025-07-29 16:59:53,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,32GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1JX1B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1JX1B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,M2,16GB,,15-inch,Space Grey,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18N3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G18N3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M2,16GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18S3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G18S3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M2,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18U3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G18U3B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,M3,16GB,,24-inch,Silver,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19D0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G19D0B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,16GB,,24-inch,Blue,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19K0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G19K0B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Purple,M3,16GB,,24-inch,Purple,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19P0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Purple?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G19P0B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,M3,8GB,,24-inch,Silver,1269.0,1599.0,330.0,20.64,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRK3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FQRK3B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Green,M3,8GB,,24-inch,Green,1269.0,1599.0,330.0,20.64,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRP3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Green?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FQRP3B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8GB,,24-inch,Blue,1269.0,1599.0,330.0,20.64,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRR3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FQRR3B,2025-07-29 16:59:53,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Pink,M3,8GB,,24-inch,Pink,1269.0,1599.0,330.0,20.64,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRU3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Pink?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FQRU3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,M3,24GB,,15-inch,Space Grey,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BQ5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Space-Grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BQ5B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Silver,M3,24GB,,15-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BS5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BS5B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M3,16GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BU3B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BU3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M3,24GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BU5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BU5B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M3,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BW3B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BW3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M3,24GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BW5B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1BW5B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,24GB,,15-inch,Silver,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6J4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6J4B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,15-inch,Starlight,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6K4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6K4B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,24GB,,15-inch,Midnight,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6L4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC6L4B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,24GB,,15-inch,Sky Blue,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC7D4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FC7D4B,2025-07-29 16:59:53,
Refurbished Mac Studio Apple M1 Max Chip with 10‑Core CPU and 24‑Core GPU,M1 Max,32GB,,,,1359.0,1889.0,530.0,28.06,10Gb Ethernet,https://www.apple.com/uk/shop/product/FJMV3B/A/refurbished-mac-studio-apple-m1-max-chip-with-10%E2%80%91core-cpu-and-24%E2%80%91core-gpu?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FJMV3B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,M3,8GB,,14-inch,Space Grey,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FTL83B/A/refurbished-14-inch-macbook-pro-apple-m3-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-grey?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FTL83B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU - Space Black,M4,16GB,,14-inch,Space Black,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW2U3B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-black?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FW2U3B,2025-07-29 16:59:53,
Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,16GB,,14-inch,Silver,1359.0,1599.0,240.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW2W3B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,FW2W3B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1DF0B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1DF0B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,32GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1DG1B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1DG1B,2025-07-29 16:59:53,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1DH0B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1DH0B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,24GB,,13-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1GS0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1GS0B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,32GB,,13-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1GS2B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1GS2B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,13-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1GT0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1GT0B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,32GB,,13-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1GU2B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1GU2B,2025-07-29 16:59:53,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,32GB,,13-inch,Sky Blue,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H92B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=262633d5e956efcc14a3022014a50e9af18f1b292040a61985d7e87d86fe94915e50769d833663c8f68bc7a75f73cf358cd95270d6f552d1ea4cb4c5a1a4fd409333f54d11e82a68a0f06b6558752e06,G1H92B,2025-07-29 16:59:53,
